uniqueID,drugName,condition,rating,date,usefulCount
94411,Acetaminophen / tramadol,Pain,9,17-Aug-14,56
128629,Phentermine,Weight Loss,8,18-Jun-15,29
214720,Warfarin,"Deep Vein Thrombosis, First Event",8,8-Oct-08,8
116144,Clindamycin,Bacterial Infection,10,24-Dec-16,39
183075,Cymbalta,ibromyalgia,10,17-Feb-15,77
115217,Diazepam,Anxiety,10,24-Feb-11,82
34285,Bystolic,High Blood Pressure,2,1-Feb-16,35
196007,Hydralazine,High Blood Pressure,1,10-Nov-16,10
29708,Topiramate,Migraine Prevention,10,12-Aug-11,46
174290,Betamethasone / calcipotriene,Psoriasis,9,20-Jul-09,13
7907,Xanax,Depression,10,3-Apr-09,25
84626,Ethinyl estradiol / norgestimate,Birth Control,8,12-Jul-16,6
225682,Bupropion,Depression,8,19-Nov-12,76
196838,Paroxetine,Depression,3,19-Dec-16,3
111079,Verapamil,Migraine Prevention,1,17-Jul-15,37
155178,Metronidazole,Trichomoniasis,10,22-Feb-16,24
18175,Ethinyl estradiol / etonogestrel,Birth Control,10,7-Jan-11,2
33128,Seasonique,Birth Control,5,8-Oct-09,20
22482,Pramoxine,Hemorrhoids,8,25-Sep-15,4
147619,Aviane,4</span> users found this comment helpful.,8,21-Jul-09,4
160865,Buspirone,Anxiety,10,20-Nov-08,147
212000,Lamotrigine,Bipolar Disorde,10,3-Sep-15,38
46286,Modafinil,atigue,10,1-Mar-16,20
125056,Dulcolax,Constipation,10,24-May-17,3
47173,Thyroid desiccated,Underactive Thyroid,9,26-Jan-14,155
164103,Ibuprofen,Pain,10,4-Oct-09,31
70939,Magnesium citrate,Constipation,10,11-Apr-15,78
65599,Propranolol,mance Anxiety,10,21-Oct-17,6
224064,Alfuzosin,Benign Prostatic Hyperplasia,2,9-Dec-17,0
26327,Sprintec,Abnormal Uterine Bleeding,2,22-Dec-15,24
62765,Nicoderm CQ,Smoking Cessation,6,22-Jun-15,9
62518,Citalopram,Panic Disorde,10,7-Feb-11,65
89631,Celexa,Depression,5,12-Sep-11,7
199353,Depo-Provera,Birth Control,3,2-May-15,7
218920,Depakote,Epilepsy,9,16-Jan-13,31
201051,Zoloft,Social Anxiety Disorde,10,7-May-17,41
20969,Acyclovir,Herpes Simplex,8,19-Oct-11,14
169410,Diethylpropion,Obesity,9,8-Jul-11,5
204563,BuSpar,Anxiety,8,25-Jun-11,72
142208,Levonorgestrel,Birth Control,10,19-Nov-17,0
107301,Implanon,Birth Control,3,24-Jan-12,0
227040,Etonogestrel,Birth Control,8,22-Jul-14,6
100330,Desogestrel / ethinyl estradiol,Birth Control,7,21-Oct-16,3
168823,Vilazodone,Depression,5,9-Jun-14,90
9880,Lo Loestrin Fe,Birth Control,1,12-May-14,16
36239,Imiquimod,Human Papilloma Virus,10,8-Mar-16,2
182135,Clomipramine,Obsessive Compulsive Disorde,9,20-Apr-17,6
113272,Bisacodyl,Constipation,1,24-Dec-15,6
80777,Diamox,Glaucoma,6,22-Mar-11,30
22959,Apremilast,Plaque Psoriasis,7,13-Apr-17,16
75274,Vistaril,Anxiety,2,29-Sep-17,9
40769,Leuprolide,Endometriosis,1,27-Jun-16,27
141896,Escitalopram,Anxiety,10,24-Apr-10,7
73026,Ethinyl estradiol / norethindrone,Birth Control,9,6-Apr-15,5
10938,Terbinafine,"Onychomycosis, Toenail",8,10-Jan-14,22
208462,Oseltamivir,Influenza,9,17-Sep-08,7
114346,Tacrolimus,Atopic Dermatitis,1,18-May-17,0
228209,Etonogestrel,Birth Control,6,5-Sep-09,2
171568,Wellbutrin,Depression,10,18-Jul-13,151
100990,Plecanatide,Chronic Idiopathic Constipation,10,14-May-17,61
21497,"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,5,31-Jan-15,12
197259,Paroxetine,Post Traumatic Stress Disorde,7,10-Jun-13,60
193514,Cyclobenzaprine,Muscle Spasm,1,2-Oct-09,18
14128,Triamcinolone,Rheumatoid Arthritis,9,18-Apr-17,1
151850,Chantix,Smoking Cessation,10,6-Mar-13,44
115220,Diazepam,Anxiety,10,19-Jan-11,28
191232,Pentasa,"Crohn's Disease, Maintenance",8,17-Feb-09,35
214892,Ampyra,Multiple Sclerosis,9,24-Mar-15,47
17299,Errin,Abnormal Uterine Bleeding,3,24-Jan-14,32
131063,Levonorgestrel,Abnormal Uterine Bleeding,7,16-Jun-09,8
38153,Albuterol,"Asthma, acute",10,13-Jun-16,7
180833,Solodyn,Acne,9,3-Apr-15,15
12441,Parnate,Depression,9,3-Jun-08,129
81467,Yaz,Birth Control,10,19-Sep-10,5
57866,Acetaminophen / hydrocodone,Back Pain,9,16-Jan-12,12
105852,Atomoxetine,ADHD,3,27-Dec-16,0
174994,Fingolimod,Multiple Sclerosis,9,21-Mar-11,128
18869,Solifenacin,Overactive Bladde,7,1-Feb-14,37
75179,Mirapex,Restless Legs Syndrome,3,17-Nov-11,19
167104,Levonorgestrel,Birth Control,9,24-May-16,13
115102,Diazepam,Anxiety,10,13-Feb-14,197
59707,NuvaRing,Birth Control,2,18-Aug-16,5
148562,Mirena,Birth Control,10,6-Jan-17,21
29903,Tenofovir,Hepatitis B,9,3-Jul-16,2
126470,Brompheniramine,Allergic Rhinitis,9,22-Nov-09,7
122184,Venlafaxine,Depression,6,9-Jun-09,21
94474,Dolophine,Chronic Pain,10,2-Mar-14,60
212200,Lamotrigine,Bipolar Disorde,9,7-Nov-13,20
132771,Prochlorperazine,Nausea/Vomiting,1,28-Nov-15,18
180414,Diclofenac,Pain,10,26-May-10,13
102146,Morphine / naltrexone,Pain,10,7-Feb-11,37
29553,Topiramate,Migraine Prevention,8,13-Nov-13,9
191007,Hyoscyamine,Irritable Bowel Syndrome,9,7-Sep-10,27
86938,Latuda,Bipolar Disorde,8,25-Jan-17,22
144950,Etonogestrel,Birth Control,1,27-Dec-15,4
111640,Cipro,Prostatitis,10,10-Oct-12,94
126519,Brimonidine,Rosacea,7,23-Oct-14,66
23340,Apremilast,Psoriatic Arthritis,5,7-Sep-15,28
78777,OnabotulinumtoxinA,Overactive Bladde,5,12-Jul-16,32
72277,Tramadol,Pain,2,31-Mar-13,88
209358,Zomig,Migraine,10,15-Nov-17,0
57155,MiraLax,39</span> users found this comment helpful.,9,12-Apr-08,39
138082,Ortho Evra,Birth Control,7,3-May-13,6
137619,Ocular lubricant,Eye Redness,10,19-Sep-09,24
135191,Bentyl,Irritable Bowel Syndrome,7,24-Sep-17,9
189257,Oxycodone,Chronic Pain,10,29-Apr-14,92
56675,Elavil,ibromyalgia,1,30-Jan-10,43
74350,Ethinyl estradiol / norethindrone,Not Listed / Othe,5,14-Oct-10,0
110312,Nexplanon,Birth Control,2,18-Feb-16,5
107864,Ethinyl estradiol / norelgestromin,Birth Control,1,28-Nov-17,0
98540,Nexplanon,Birth Control,9,16-Sep-14,10
66567,Seroquel,Bipolar Disorde,3,21-Mar-16,16
86485,Invokana,"Diabetes, Type 2",4,8-Jan-17,11
175501,Scopolamine,Motion Sickness,10,19-May-09,22
177881,Duloxetine,Depression,1,9-Dec-12,25
71890,Tramadol,Pain,9,8-Feb-16,25
136335,Prazosin,Nightmares,10,14-Jul-15,40
8907,Viagra,Erectile Dysfunction,10,22-Dec-13,70
228099,Etonogestrel,Birth Control,10,19-Jul-10,730
157854,Accutane,Acne,10,28-Feb-14,69
89220,Celexa,Depression,6,8-Jul-16,34
126740,Dilaudid,Pain,1,28-Jul-09,13
171392,Wellbutrin,Depression,9,19-Nov-16,79
105644,Methylprednisolone,Inflammatory Conditions,6,27-Feb-16,22
174126,Valium,Anxiety,10,3-Oct-09,128
153232,Doxycycline,Acne,10,25-Dec-15,15
177911,Duloxetine,Anxiety,8,29-Sep-13,116
23141,Methadone,Chronic Pain,10,9-Jun-16,78
168198,Rizatriptan,Migraine,10,9-Aug-16,7
13888,Bydureon,"Diabetes, Type 2",8,7-Mar-17,14
101460,Xeljanz,Rheumatoid Arthritis,1,10-Nov-15,33
45494,Fluoxetine,Depression,9,13-Apr-15,81
135980,Acamprosate,Alcohol Dependence,9,28-Oct-16,57
111540,Cipro,Bacterial Infection,8,20-Dec-15,22
97938,Nexplanon,Birth Control,2,21-Sep-15,1
202984,Gildess Fe 1 / 20,Birth Control,1,17-Feb-16,7
183784,Cymbalta,Pain,8,6-Apr-08,151
181410,Prozac,Anxiety and Stress,9,14-Apr-15,154
46963,Fludrocortisone,Postural Orthostatic Tachycardia Syndrome,10,10-Aug-10,14
96641,Neurontin,Pain,10,12-Sep-10,31
15284,Ethinyl estradiol / norethindrone,Acne,1,7-Apr-17,4
142387,Levonorgestrel,Birth Control,8,6-Oct-17,0
71032,Rituximab,Rheumatoid Arthritis,3,19-Jan-16,25
12574,Elbasvir / grazoprevir,Hepatitis C,10,14-Mar-17,23
174470,Ziac,High Blood Pressure,6,25-Jul-09,20
40562,Zanaflex,Muscle Spasm,8,6-Feb-10,49
163388,Methylphenidate,ADHD,9,7-Mar-17,4
21890,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,8,16-Jun-08,1
112617,Lunesta,Insomnia,5,18-Feb-16,26
84054,Ethinyl estradiol / norgestimate,Birth Control,3,2-Jun-17,1
14401,Buprenorphine / naloxone,Opiate Dependence,10,1-Sep-09,30
167415,Levonorgestrel,Birth Control,4,7-Mar-16,7
109387,Nexplanon,Birth Control,4,23-Jan-17,10
132909,Loestrin 24 Fe,Birth Control,8,31-Jan-16,7
129472,Levonorgestrel,Birth Control,5,3-Aug-15,1
36474,Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,9,6-Sep-15,14
20835,Ramelteon,Insomnia,10,25-Feb-12,43
95156,Guanfacine,Tourette's Syndrome,4,25-Jul-16,9
192045,Drospirenone / ethinyl estradiol,Birth Control,9,29-Aug-16,4
179466,Cefzil,Bladder Infection,2,12-Dec-15,3
124436,Skyla,Birth Control,8,9-Oct-15,1
65775,Propranolol,Migraine Prevention,7,29-May-16,5
66128,Propranolol,Benign Essential Trem,10,1-Jul-11,76
101743,Methocarbamol,Muscle Spasm,10,5-Jan-12,100
978,Pentosan polysulfate sodium,Interstitial Cystitis,8,26-Nov-16,11
99922,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,23-Nov-15,29
76542,Ketoprofen,Osteoarthritis,10,7-Dec-08,12
139998,Hydrocortisone / pramoxine,Hemorrhoids,10,23-Aug-08,15
55965,Effexor,Bipolar Disorde,10,20-Apr-09,34
203495,Nasonex,18</span> users found this comment helpful.,10,11-May-09,18
68508,Medroxyprogesterone,Abnormal Uterine Bleeding,1,9-Oct-17,6
130724,Levonorgestrel,Birth Control,9,4-Oct-11,0
229794,Hydrochlorothiazide / olmesartan,High Blood Pressure,10,21-Mar-16,8
80186,Benzonatate,Cough,10,1-Mar-13,67
44241,Ethinyl estradiol / norgestimate,,3,16-May-11,0
175199,Linaclotide,"Constipation, Chronic",9,7-Mar-13,43
15262,Ethinyl estradiol / norethindrone,Birth Control,10,28-Mar-17,12
127630,Phentermine,Weight Loss,9,5-May-17,3
163338,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,7,8-Apr-17,6
29039,Topiramate,Migraine Prevention,10,5-Nov-17,1
211637,Lamotrigine,Depression,5,19-Aug-17,1
151442,Chantix,Smoking Cessation,9,13-Sep-16,12
131918,Effexor XR,Anxiety,7,28-Jul-12,77
221831,Methamphetamine,ADHD,10,18-Jun-12,79
148266,Norethindrone,Birth Control,10,21-Aug-13,29
156870,Ibrutinib,Mantle Cell Lymphoma,10,24-Jul-17,5
10639,Spironolactone,Acne,10,26-Nov-13,27
41714,Clonidine,High Blood Pressure,10,30-Aug-15,63
135439,Tamiflu,Influenza,9,13-Mar-15,1
125959,Viibryd,Major Depressive Disorde,10,29-Jan-15,77
141269,Escitalopram,Anxiety,1,10-Apr-15,16
52892,Maxalt,Migraine,10,29-Dec-11,9
136303,Prazosin,Post Traumatic Stress Disorde,6,26-Jul-16,17
153320,Doxycycline,Rosacea,5,24-May-15,10
52703,Diclofenac,Not Listed / Othe,10,16-Aug-14,0
218748,Opana ER,Pain,1,28-Feb-17,12
120791,Norvasc,High Blood Pressure,1,27-May-12,197
70680,Abacavir / dolutegravir / lamivudine,HIV Infection,10,30-Sep-17,3
13769,Amphetamine / dextroamphetamine,ADHD,9,30-Jan-09,5
80799,Diamox,Glaucoma,1,13-Jul-16,8
51578,Flovent,"Asthma, Maintenance",6,29-Apr-15,9
8745,Votrient,Soft Tissue Sarcoma,6,17-Nov-14,38
951,Rituxan,Rheumatoid Arthritis,10,20-Feb-13,134
18518,Proctofoam,Hemorrhoids,9,21-Apr-09,37
27126,Sucroferric oxyhydroxide,Hyperphosphatemia of Renal Failure,2,3-Sep-17,0
5641,Oxytrol,Urinary Incontinence,9,15-Oct-15,38
213759,Tioconazole,Vaginal Yeast Infection,1,27-Dec-16,2
197401,Paroxetine,Obsessive Compulsive Disorde,7,21-Aug-10,45
162082,Ciprofloxacin,Urinary Tract Infection,1,26-Sep-16,14
11487,Pramipexole,Restless Legs Syndrome,2,29-Jun-17,15
34910,Minocycline,Acne,1,20-Jun-15,9
226287,Etonogestrel,Birth Control,8,1-Sep-15,3
157497,Emtricitabine / rilpivirine / tenofovir,HIV Infection,10,8-Feb-16,11
116846,Lamictal,Bipolar Disorde,3,27-Oct-14,51
169786,Amitriptyline,Pain,10,18-Jun-09,150
137111,Isotretinoin,Acne,10,24-Sep-15,8
114915,Diazepam,Anxiety,10,30-Nov-16,78
73619,Ethinyl estradiol / norethindrone,,8,24-Jan-13,25
52284,Estazolam,Insomnia,10,30-Dec-13,6
151994,Chantix,Smoking Cessation,10,20-Jun-11,2
178163,Duloxetine,Bipolar Disorde,10,28-Jul-11,28
181223,Prozac,Depression,7,5-Feb-17,38
7463,Xanax,Anxiety,10,10-Jun-17,11
45700,Fluoxetine,Premenstrual Dysphoric Disorde,9,2-Mar-13,102
9782,Lo Loestrin Fe,Birth Control,1,17-Jun-15,8
73189,Ethinyl estradiol / norethindrone,Birth Control,9,16-Oct-14,6
87587,Naproxen,Muscle Pain,8,26-Jul-15,5
195622,Aviane,Abnormal Uterine Bleeding,8,10-Sep-12,4
7692,Xanax,Panic Disorde,9,18-Dec-14,59
72787,Ethinyl estradiol / norethindrone,Birth Control,9,25-Jul-15,5
8240,Zolpidem,Insomnia,3,21-Jun-16,7
168770,Vilazodone,Depression,6,3-May-15,0
143226,Etonogestrel,Birth Control,9,22-Apr-17,5
190514,Oxybutynin,Hyperhidrosis,10,28-Sep-17,4
40840,Leuprolide,Uterine Fibroids,9,28-Aug-15,2
190537,Butorphanol,Pain,10,13-Oct-11,35
59911,NuvaRing,Birth Control,1,5-Aug-15,1
111239,Ledipasvir / sofosbuvir,Hepatitis C,10,1-Jan-17,28
89891,Risperdal,Bipolar Disorde,1,20-Jul-17,6
198364,Exenatide,"Diabetes, Type 2",8,31-Aug-14,79
173535,Exemestane,Breast Cance,2,21-Mar-16,24
93869,Trintellix,Major Depressive Disorde,9,3-Sep-17,22
178513,Duloxetine,Depression,4,24-Jun-08,371
172786,Clonazepam,Anxiety,9,14-Dec-13,44
129597,Levonorgestrel,Birth Control,8,1-Jul-15,1
168079,Jolessa,Abnormal Uterine Bleeding,2,12-Oct-15,3
128538,Phentermine,Weight Loss,10,17-Jul-15,19
79921,Blisovi Fe 1 / 20,Birth Control,2,11-Apr-17,1
153448,Doxycycline,Acne,5,28-Jul-13,9
173713,Brexpiprazole,Major Depressive Disorde,10,10-Sep-16,59
16211,Ethinyl estradiol / norethindrone,Birth Control,8,10-Apr-16,8
168248,Rizatriptan,Migraine,9,20-Jan-13,24
31139,Miconazole,Vaginal Yeast Infection,1,25-Nov-16,7
31146,Miconazole,Vaginal Yeast Infection,1,28-Dec-16,6
99228,Doxylamine,Insomnia,8,11-Jun-16,35
174797,Dulera,"Asthma, Maintenance",8,12-Mar-14,37
168981,Vilazodone,Depression,1,5-Dec-12,35
94969,Abilify,Depression,1,8-Nov-11,31
100302,Desogestrel / ethinyl estradiol,Birth Control,10,19-Feb-15,3
171733,Xopenex,"Asthma, Maintenance",9,25-Dec-10,5
192406,Drospirenone / ethinyl estradiol,Acne,10,4-Dec-14,4
9453,Lo Loestrin Fe,Birth Control,1,5-Sep-16,2
177929,Duloxetine,Anxiety,10,31-Jul-13,125
1708,Zolmitriptan,Migraine,9,25-Jun-17,7
124278,Skyla,Birth Control,8,14-Jan-16,1
153682,Doxycycline,Upper Respiratory Tract Infection,7,12-Dec-09,78
183147,Cymbalta,Anxiety,6,2-Dec-13,58
9551,Lo Loestrin Fe,Birth Control,1,19-Mar-16,2
185758,Saxenda,Obesity,10,9-May-16,33
83418,Iloperidone,Schizophrenia,4,21-Feb-16,7
60513,Ranexa,Angina,10,18-Jun-16,11
166965,Levonorgestrel,Birth Control,1,3-Jul-16,4
147711,Aviane,Birth Control,6,19-Jan-10,3
141853,Escitalopram,Anxiety,7,27-Sep-10,6
62018,Citalopram,Generalized Anxiety Disorde,8,29-Dec-15,9
207532,Suprep Bowel Prep Kit,Bowel Preparation,9,29-Jul-16,17
216917,Lifitegrast,Dry Eye Disease,9,7-Mar-17,30
177644,Duloxetine,Major Depressive Disorde,5,27-May-15,7
38804,Esomeprazole,GERD,10,28-Jul-15,20
182636,Cymbalta,ibromyalgia,6,3-Dec-17,0
167120,Levonorgestrel,Birth Control,9,6-Jun-16,1
119253,Systane Ultra,Eye Redness,9,22-Feb-15,9
106345,Implanon,Birth Control,5,25-Nov-16,7
53323,Ultram ER,Pain,8,28-Nov-09,29
41957,Clonidine,Opiate Withdrawal,2,9-Sep-09,26
228240,Etonogestrel,Birth Control,5,16-Dec-09,1
119896,Losartan,High Blood Pressure,8,23-Dec-15,39
70860,Magnesium citrate,Constipation,10,15-Jul-16,24
166537,Levonorgestrel,Birth Control,10,30-Sep-16,2
167750,Levonorgestrel,Emergency Contraception,1,12-Jan-16,0
32189,Wellbutrin XL,ADHD,10,9-Aug-09,68
9738,Lo Loestrin Fe,Birth Control,1,22-Aug-15,5
81429,Yaz,Acne,3,30-Jan-13,24
203648,Benzocaine,Aphthous Ulce,7,10-Apr-15,0
188601,ParaGard,Birth Control,8,4-Feb-16,9
119385,Testosterone,"Hypogonadism, Male",9,2-Apr-14,62
107960,Ethinyl estradiol / norelgestromin,Birth Control,9,26-Sep-16,4
52554,Armour Thyroid,Underactive Thyroid,5,7-Mar-14,70
141136,Escitalopram,Generalized Anxiety Disorde,7,10-Jul-15,11
193262,Cyclobenzaprine,Muscle Spasm,5,12-Oct-16,27
214354,Tioconazole,Vaginal Yeast Infection,1,4-Dec-15,0
32450,Lisinopril,High Blood Pressure,8,1-Jul-13,69
8768,Votrient,Renal Cell Carcinoma,10,1-Jul-17,9
174472,Ziac,High Blood Pressure,8,30-Dec-08,20
203048,Gildess Fe 1 / 20,Birth Control,3,11-Aug-15,1
172284,Clonazepam,Panic Disorde,9,30-Apr-17,28
3965,Seroquel XR,Schizoaffective Disorde,1,27-Apr-16,3
134104,Prednisone,ibromyalgia,7,6-May-17,19
98314,Nexplanon,Birth Control,3,29-Apr-15,9
15360,Ethinyl estradiol / norethindrone,Birth Control,1,19-Feb-17,9
220455,Loestrin 24 Fe,Menstrual Disorders,3,15-Nov-11,13
220615,Loestrin 24 Fe,Birth Control,10,21-May-11,0
71193,Viberzi,Irritable Bowel Syndrome,1,10-Jun-16,28
207738,Suprep Bowel Prep Kit,Bowel Preparation,9,4-Nov-15,12
132341,Ativan,Anxiety,9,31-May-11,23
131515,Effexor XR,Depression,10,28-Sep-17,18
50335,Gabapentin,Trigeminal Neuralgia,10,8-Jan-14,67
85272,Ethinyl estradiol / norgestimate,Birth Control,8,16-Aug-15,0
56080,Estradiol,Atrophic Vaginitis,2,14-Jan-17,13
137990,Ortho Evra,Birth Control,10,15-Jun-16,3
213137,Nuvigil,Obstructive Sleep Apnea/Hypopnea Syndrome,8,30-Apr-16,20
142815,Levonorgestrel,Birth Control,7,29-Jun-17,1
57789,Acetaminophen / hydrocodone,Pain,9,7-Oct-13,28
215864,Copper,Birth Control,7,11-Jul-16,2
40517,Larin Fe 1 / 20,Birth Control,1,21-Aug-17,2
26669,Sprintec,Abnormal Uterine Bleeding,5,14-May-11,5
128697,Phentermine,Obesity,9,29-Apr-15,18
162328,Hyaluronan,Osteoarthritis,6,10-Jul-11,39
49791,Gabapentin,ibromyalgia,9,12-Jul-16,86
115843,Divalproex sodium,Bipolar Disorde,10,1-Aug-14,173
138106,Ortho Evra,Birth Control,10,24-Apr-14,21
207060,Emollients,Dry Skin,10,17-May-12,17
138815,Phentermine,Weight Loss,10,5-Jun-10,9
29864,Oxazepam,Anxiety,5,2-Aug-15,46
25273,Flector Patch,Pain,10,23-Jul-13,21
112382,Desmopressin,Diabetes Insipidus,10,17-Aug-10,14
175283,Mucinex,Bronchitis,2,2-Apr-10,85
116501,Adalimumab,"Crohn's Disease, Maintenance",1,10-Jan-11,54
41490,Aubagio,Multiple Sclerosis,3,3-Dec-16,34
86820,Midazolam,Light Anesthesia,1,28-Dec-16,16
75171,Mirapex,Periodic Limb Movement Disorde,9,2-Dec-12,15
142520,Levonorgestrel,Abnormal Uterine Bleeding,5,17-Sep-17,1
99668,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,10-Nov-16,9
212503,Lysine,"Herpes Simplex, Suppression",10,18-Oct-16,68
203248,Fentanyl Transdermal System,Pain,7,29-Apr-09,106
59848,NuvaRing,Birth Control,10,10-Jan-16,6
184597,Imodium A-D,Diarrhea,10,1-Aug-16,5
60488,Ranexa,Angina,10,7-May-13,62
76132,Portia,Birth Control,2,10-Jul-17,9
137025,Isotretinoin,Acne,10,5-Apr-16,0
155576,Metronidazole,Bacterial Infection,2,1-Mar-14,11
127772,Phentermine,Obesity,10,8-Mar-17,43
165563,Levonorgestrel,Emergency Contraception,10,19-May-17,15
566,Medroxyprogesterone,Birth Control,5,25-Dec-12,19
209408,Zomig,Migraine,9,28-Feb-15,8
191482,Lisdexamfetamine,ADHD,3,10-Nov-15,10
196465,Eszopiclone,Insomnia,10,27-Sep-13,38
214578,Escitalopram,Generalized Anxiety Disorde,9,1-Dec-17,0
142632,Levonorgestrel,Emergency Contraception,8,1-Aug-17,15
55033,Bupropion / naltrexone,Weight Loss,10,26-Jul-16,29
171638,Wellbutrin,Depression,9,20-Feb-11,32
53905,Macrodantin,Prevention of Bladder infection,10,5-Jul-17,11
181326,Prozac,Panic Disorde,10,30-May-16,57
64631,Sertraline,Anxiety and Stress,10,6-Dec-15,50
33416,Microgestin Fe 1 / 20,Birth Control,10,9-Aug-15,9
142479,Levonorgestrel,Emergency Contraception,10,20-Sep-17,0
86394,Invokana,"Diabetes, Type 2",1,30-Nov-17,0
193170,Cyclobenzaprine,Temporomandibular Joint Disorde,9,26-May-17,8
211334,Mirabegron,Overactive Bladde,1,3-Aug-17,10
229541,Lurasidone,Bipolar Disorde,1,29-Aug-15,25
148652,Mirena,Birth Control,3,7-Nov-16,10
53392,Ultram ER,Pain,9,24-Mar-08,39
219076,Subutex,Opiate Dependence,10,22-May-10,27
206294,Mesalamine,Ulcerative Colitis,10,14-Feb-16,15
160925,Risperidone,Bipolar Disorde,6,15-Feb-17,8
59696,NuvaRing,Birth Control,7,7-Sep-16,1
111584,Cipro,Kidney Infections,1,15-Mar-17,10
88011,Clindamycin,Bacterial Infection,5,20-Dec-15,4
195396,Glatiramer,Multiple Sclerosis,9,11-Nov-10,46
210014,Linzess,Constipation,4,15-Sep-17,6
165394,Levonorgestrel,Birth Control,8,19-Jun-17,0
41578,Clonidine,Opiate Withdrawal,10,2-Sep-17,20
127566,Phentermine,Weight Loss,9,19-Jun-17,24
223220,Estradiol,Postmenopausal Symptoms,10,12-Oct-10,38
74881,Keppra,Seizures,10,30-Jun-11,34
44527,Ethinyl estradiol / norgestimate,Birth Control,3,12-Aug-09,26
43914,Polyethylene glycol 3350,Constipation,10,2-Jan-16,38
206615,Omeprazole / sodium bicarbonate,GERD,10,23-Dec-16,3
214926,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,1,10-Feb-16,17
83990,Ethinyl estradiol / norgestimate,Birth Control,1,31-Jul-17,7
41626,Clonidine,Perimenopausal Symptoms,10,15-Jan-17,28
1155,Sumatriptan,Cyclic Vomiting Syndrome,8,14-Mar-17,2
208855,Belsomra,Insomnia,1,1-Aug-16,17
197411,Paroxetine,Anxiety,10,22-Jun-10,4
220639,Loestrin 24 Fe,Birth Control,7,24-Mar-11,0
134682,Ketorolac,Pain,10,26-Jul-09,12
100605,Desogestrel / ethinyl estradiol,Birth Control,2,6-Aug-10,12
87771,Naproxen,Pain,10,30-Sep-10,14
193586,Cyclobenzaprine,Muscle Spasm,5,8-Feb-09,43
74273,Ethinyl estradiol / norethindrone,,1,19-Nov-10,3
118427,Fetzima,Major Depressive Disorde,9,5-Jul-17,15
75920,Temazepam,Insomnia,9,29-Jan-10,33
118649,Salagen,Xerostomia,10,13-Nov-17,2
130771,Levonorgestrel,Emergency Contraception,9,8-Oct-11,8
30829,Miconazole,Vaginal Yeast Infection,1,17-Jun-17,9
103514,Synthroid,Hashimoto's disease,10,11-Apr-15,30
63284,Epiduo,Acne,7,28-Aug-17,0
101121,Rexulti,Schizophrenia,1,20-Apr-16,19
69885,Chlorpheniramine / hydrocodone,Cough,9,15-Apr-09,5
59113,Sprix,Pain,10,26-Apr-12,26
227778,Etonogestrel,Birth Control,9,29-Dec-11,0
23521,Methadone,Pain,10,16-May-08,117
157052,Movantik,"Constipation, Drug Induced",10,23-Aug-15,38
49078,Ethinyl estradiol / levonorgestrel,Birth Control,3,20-Aug-16,4
107114,Implanon,Birth Control,10,14-Aug-12,0
178286,Duloxetine,Depression,2,10-Mar-10,53
216297,Ogestrel-28,Birth Control,1,5-Oct-11,2
18585,Alendronate,Prevention of Osteoporosis,1,6-Mar-17,57
65138,Saphris,Bipolar Disorde,9,29-Oct-10,13
93606,Morphine,Chronic Pain,9,1-Apr-15,17
142891,Etonogestrel,Birth Control,6,12-Sep-17,5
62792,Cafergot,Migraine,5,6-Apr-11,12
4734,Belviq,Weight Loss,10,6-Apr-15,7
27644,Dimenhydrinate,Motion Sickness,9,24-Dec-14,24
158373,Amrix,Muscle Spasm,8,19-Aug-09,17
38650,Liletta,Birth Control,8,13-Dec-16,1
105124,Evolocumab,High Cholesterol,1,20-Feb-17,46
118245,Naltrexone,Alcohol Dependence,10,15-Oct-16,37
37216,Vyvanse,ADHD,6,31-Oct-16,11
15373,Ethinyl estradiol / norethindrone,Birth Control,10,15-Feb-17,0
161718,Remeron,Insomnia,10,21-Oct-10,71
213748,Tioconazole,Vaginal Yeast Infection,9,17-Mar-17,1
64,Medroxyprogesterone,Birth Control,6,21-Dec-15,4
179551,Adapalene / benzoyl peroxide,Acne,10,7-Jun-17,3
157704,Accutane,Acne,10,3-Apr-16,27
206956,Seasonale,Birth Control,1,20-Sep-15,4
100429,Desogestrel / ethinyl estradiol,Birth Control,8,4-Sep-14,1
132809,Prochlorperazine,Nausea/Vomiting,10,25-Mar-09,17
178865,Victoza,"Diabetes, Type 2",7,14-May-13,46
81456,Yaz,Birth Control,9,21-Jan-11,1
199507,Penicillin v potassium,Streptococcal Infection,5,1-Feb-16,5
77120,Lorcaserin,Weight Loss,1,24-Aug-14,102
55621,Effexor,Depression,1,17-Aug-17,3
140828,Escitalopram,Generalized Anxiety Disorde,9,7-Jun-16,64
65230,Bisoprolol / hydrochlorothiazide,High Blood Pressure,1,30-Apr-17,1
136341,Prazosin,Post Traumatic Stress Disorde,10,18-Feb-15,70
193410,Cyclobenzaprine,ibromyalgia,9,6-Aug-12,72
